;Event_time                     ;Object_of_reference                                                                                                                                                                                                                                            
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NodeBFunction_RetCascadingLicenseNotValid                                                                                                                                                                                                                      ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;HsFachLicenseNotValid                                                                                                                                                                                                                                          ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;DchEulBalancingLicenseNotValid                                                                                                                                                                                                                                 ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;EnhUeDrxLicenseNotValid                                                                                                                                                                                                                                        ;
;            Oct 22 2016  2:04PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER01,MeContext=UZM490,ManagedElement=1,Equipment=1,HwUnit=PDU-1                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;EulTdSchedulingLicenseNotValid                                                                                                                                                                                                                                 ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;InterferenceSuppressionLicenseNotValid                                                                                                                                                                                                                         ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;EulFachLicenseNotValid                                                                                                                                                                                                                                         ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NodeBFunction_PerHarqProcessGrantLicenseNotValid                                                                                                                                                                                                               ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;CeCapEulLicenseNotValid                                                                                                                                                                                                                                        ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;UlFccLicenseNotValid                                                                                                                                                                                                                                           ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NbirLicenseNotValid                                                                                                                                                                                                                                            ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S2C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 24 2016  4:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGD035,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S2C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            May 11 2015 11:55PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER01,MeContext=URM846,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;LicencedCapacity=64                                                                                                                                                                                                                                            
	 ;DlCeGracePeriodExpired                                                                                                                                                                                                                                         ;
;            Aug  3 2016  2:34PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER07,MeContext=UST177,ManagedElement=1,Equipment=1,Cabinet=1                                                                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 14 2016  2:50AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER07,MeContext=UST697,ManagedElement=1,Equipment=1,Cabinet=1                                                                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:43PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UST030,ManagedElement=1,Equipment=1,Subrack=1,UplinkBaseBandPool=1                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           
	 ;UplinkBaseBandPool_UlHwLessThanUlCapacity                                                                                                                                                                                                                      ;
;            Oct 26 2016  2:43PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UST030,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1                                                                                                                                       
	 ;NULL                                                                                                                                                                                                                                                           
	 ;DownlinkBaseBandPool_DlHwLessThanDlCapacity                                                                                                                                                                                                                    ;
;            Oct 26 2016  2:27PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER02,MeContext=UGE904                                                                                                                                                                                                     
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:41PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UST030,ManagedElement=1,Equipment=1,RbsSubrack=1,RbsSlot=11,AuxPlugInUnit=RUW-1                                                                                                                            
	 ;RUW                                                                                                                                                                                                                                                            
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:41PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UST030,ManagedElement=1,Equipment=1,RbsSubrack=1,RbsSlot=7,AuxPlugInUnit=RUW-1                                                                                                                             
	 ;RUW                                                                                                                                                                                                                                                            
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:41PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UST030,ManagedElement=1,Equipment=1,RbsSubrack=1,RbsSlot=3,AuxPlugInUnit=RUW-1                                                                                                                             
	 ;RUW                                                                                                                                                                                                                                                            
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 23 2016  1:19PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=URM622,ManagedElement=1,Equipment=1,HwUnit=SUP-2                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 10 2016  2:36AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UZM321,ManagedElement=1,SystemFunctions=1,Licensing=1                                                                                                                                                      
	 ;Emergency Unlock has been activated and the alarm will remain till a new Emergency reset key is installed                                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:41PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER01,MeContext=USA080,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=1,DeviceGroup=DUI                                                                                                              
	 ;USA080                                                                                                                                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:41PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER01,MeContext=URS442,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=1,DeviceGroup=DUI                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:41PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER01,MeContext=USA080,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=1,DeviceGroup=DUI                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:41PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER01,MeContext=URS442,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=1,DeviceGroup=DUI                                                                                                              
	 ;URS442                                                                                                                                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 31 2016  5:04AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER01,MeContext=UGA326,ManagedElement=1,SystemFunctions=1,Licensing=1                                                                                                                                                      
	 ;Emergency Unlock has been activated and alarm will remain till a new Emergency reset key is installed                                                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Jul 19 2015  6:15PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER07,MeContext=USA477,ManagedElement=1,SystemFunctions=1,Licensing=1                                                                                                                                                      
	 ;Emergency Unlock has been activated and the alarm will remain till a new Emergency reset key is installed                                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:27PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER02,MeContext=UGE904,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:27PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER02,MeContext=UGE904,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;UGE904                                                                                                                                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:24PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UST093,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=6,RaxDeviceGroup=1                                                                                                             
	 ;UST093                                                                                                                                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:24PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UST093,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=6,RaxDeviceGroup=1                                                                                                             
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 24 2016  9:31AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UAM460,ManagedElement=1,Equipment=1,Cabinet=1,FanGroup=1                                                                                                                                                   
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:25PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UST093,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=2,TxDeviceGroup=1                                                                                                              
	 ;UST093                                                                                                                                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:23PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UST093,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=1,DeviceGroup=DUI                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:24PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UZM718,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=1,DeviceGroup=DUI                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:24PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UZM718,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=1,DeviceGroup=DUI                                                                                                              
	 ;UZM718                                                                                                                                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:06PM;SubNetwork=OSSRC,ManagedElement=ONRM,AdmNode=Ericsson,AdmHost=masterservice,SubNetwork=ONRM_ROOT_MO_R,SubNetwork=SAER02,MeContext=UGA210                                                                                                                       
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:06PM;SubNetwork=OSSRC,ManagedElement=ONRM,AdmNode=Ericsson,AdmHost=masterservice,SubNetwork=ONRM_ROOT_MO_R,SubNetwork=SAER02,MeContext=UGA210                                                                                                                       
	 ;UNSYNCHRONIZED NE ALARM :SubNetwork=ONRM_ROOT_MO_R,SubNetwork=SAER02,MeContext=UGA210
NE CONNECTION_STATUS: CONNECTED                                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:06PM;SubNetwork=OSSRC,ManagedElement=ONRM,AdmNode=Ericsson,AdmHost=masterservice,SubNetwork=ONRM_ROOT_MO_R,SubNetwork=SAER02,MeContext=UGA210                                                                                                                       
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:06PM;SubNetwork=OSSRC,ManagedElement=ONRM,AdmNode=Ericsson,AdmHost=masterservice,SubNetwork=ONRM_ROOT_MO_R,SubNetwork=SAER02,MeContext=UGA210                                                                                                                       
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:23PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UST093,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=1,DeviceGroup=DUI                                                                                                              
	 ;UST093                                                                                                                                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:24PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UST093,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=3,RaxDeviceGroup=1                                                                                                             
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:24PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UST093,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=4,RaxDeviceGroup=1                                                                                                             
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:24PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UST093,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=5,RaxDeviceGroup=1                                                                                                             
	 ;UST093                                                                                                                                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:24PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UST093,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=3,RaxDeviceGroup=1                                                                                                             
	 ;UST093                                                                                                                                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  2:24PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UST093,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=5,RaxDeviceGroup=1                                                                                                             
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
